Customer #,Full Name,DBA Name,Full Primary Address,Full Mailing Address,Work Phone #,NAICS Description
105741,HOMESTAR FINANCIAL CORPORATION,HOMESTAR FINANCIAL CORPORATION,182 BEN BURTON CIR SUITE 400A BOGART  GA 30622,4170 TANNERS CREEK DR ATTN: MADDIE KNICKEL FLOWERY BRANCH  GA 30542,(770) 503-4122,MORTGAGE & NONMORTGAGE LOAN BR
132479,LOCAL FINANCE CO OF GEORGIA LLC,LOCAL FINANCE CO OF GEORGIA LLC,2440 W BROAD ST STE 14 ATHENS  GA 30606-3428,PO BOX 908238 GAINESVILLE  GA 30501,(706) 549-0305,MORTGAGE & NONMORTGAGE LOAN BR
76687,METRO MORTGAGE OF GA INC,METRO MORTGAGE OF GA INC,3722 ATLANTA HWY STE 2 ATHENS  GA 30606-1862,3722 ATLANTA HWY STE 2 ATHENS  GA 30606-1862,(706) 543-8820,MORTGAGE & NONMORTGAGE LOAN BR
126207,MOVEMENT MORTGAGE LLC,MOVEMENT MORTGAGE LLC,525 S MILLEDGE AVE ATHENS  GA 30605,8024 CALVIN HALL RD INDIAN LAND  SC 29707,(803) 619-6052,MORTGAGE & NONMORTGAGE LOAN BR
104031,ATHENS FILM ARTS INSTITUTE INC,CINE,234 W HANCOCK AVE ATHENS  GA 30601,234 W HANCOCK AVE ATHENS  GA 30601,(706) 353-7377,MOTION PICTURE & VIDEO EXHIBIT
77996,GEORGIA THEATRE COMPANY - II,BEECHWOOD CINEMA,196 ALPS RD SUITE 8 ATHENS  GA 30606,50 CINEMA LN ST SIMONS ISLAND  GA 31522,(706) 546-1012,MOTION PICTURE & VIDEO EXHIBIT
117766,BARRELMAN PRODUCTIONS LLC,BARRELMAN PRODUCTIONS LLC,915 RIVERBEND PKWY ATHENS  GA 30605-2674,915 RIVERBEND PKWY ATHENS  GA 30605-2674,(408) 857-0745,MOTION PICTURE & VIDEO PRODUCT
123893,DOMINAR LTD,DOMINAR FILMS,159 ONETA ST ATHENS  GA 30601,194 CHILDS ST ATHENS  GA 30601,(912) 996-2408,MOTION PICTURE & VIDEO PRODUCT
74516,FILM CO THE,FILM CO THE,248 PRINCE AVE ATHENS  GA 30601,PO BOX 1864 ATHENS  GA 30603,(706) 546-1422,MOTION PICTURE & VIDEO PRODUCT
82584,AAMCO TRANSMISSIONS,AAMCO TRANSMISSIONS,2120 W BROAD ST ATHENS  GA 30606,2120 W BROAD ST ATHENS  GA 30606,(706) 543-1790,MOTOR VEH. TRANSMISSION & POWE
79950,SOUTHEASTERN AUTOMOTIVE WAREHOUSE INC,SOUTHEASTERN AUTOMOTIVE WAREHOUSE INC,312 COMMERCE BLVD ATHENS  GA 30603,460  DECATUR ST SE ATLANTA  GA 30312,(706) 548-1744,MOTOR VEHICLE SUPPLIES & NEW P
79228,BARRETTS TOWING INC,BARRETTS TOWING INC,2570 DANIELSVILLE RD ATHENS  GA 30601,2570 DANIELSVILLE RD ATHENS  GA 30601,(706) 543-0900,MOTOR VEHICLE TOWING
76489,CWRIGHT TOWING,CWRIGHT TOWING,205 OLD MONROE RD ATHENS  GA 30606,1937 DIAMOND RIDGE DR STATHAM  GA 30666,(706) 372-8292,MOTOR VEHICLE TOWING
133689,DENNIS & JUDY'S TOWING LLC,DENNIS & JUDY'S TOWING LLC,1275  COMMERCE RD ATHENS  GA 30607,1275  COMMERCE RD ATHENS  GA 30607,(706) 543-0004,MOTOR VEHICLE TOWING
133169,HPC AUTO SERVICES,HPC AUTO SERVICES,1600 HWY 29 N ATHENS  GA 30601,7356 HWY 106 S HULL  GA 30646,(706) 549-7409,MOTOR VEHICLE TOWING
74665,J W SHUMAN SERVS INC,SHUMAN SERVICES,1563 S LUMPKIN ST ATHENS  GA 30605-1363,1563 S LUMPKIN ST ATHENS  GA 30605-1363,(706) 543-4349,MOTOR VEHICLE TOWING
75612,M & A TOWING,M & A TOWING,45 CAROLINE AVE ATHENS  GA 30606-1201,45 CAROLINE AVE ATHENS  GA 30606-1201,(706) 215-5598,MOTOR VEHICLE TOWING
77594,ATHENS MARINE INC,ATHENS MARINE INC,135 TRADE ST BOGART  GA 30622,135 TRADE ST BOGART  GA 30622,(706) 549-1326,"MOTORCYCLE, BOAT, & OTHER MOTO"
68217,CYCLE WORLD OF ATHENS,CYCLE WORLD OF ATHENS,4225 ATLANTA HWY ATHENS  GA 30606,4225 ATLANTA HWY ATHENS  GA 30606,(706) 548-3300,"MOTORCYCLE, BOAT, & OTHER MOTO"
75117,HAWG PEN OF ATHENS INC THE,HAWG PEN OF ATHENS INC THE,395 OLD COMMERCE RD SUITE B ATHENS  GA 30607,1021 CASTLE CT WATKINSVILLE  GA 30677,(706) 369-9007,"MOTORCYCLE, BOAT, & OTHER MOTO"
129035,NO LIMITATIONS SOUNDS,NO LIMITATIONS SOUNDS,164 RAMBLE HILLS DR ATHENS  GA 30606,164 RAMBLE HILLS DR ATHENS  GA 30606,(706) 870-2069,MUSIC PUBLISHERS
119085,SONAMOR MUSIC,SONAMOR MUSIC,1540 TALLASSEE RD ATHENS  GA 30606,1540 TALLASSEE RD ATHENS  GA 30606,(706) 289-9009,MUSIC PUBLISHERS
102717,CARLISLE ILLUSTRATION,CARLISLE ILLUSTRATION,155 S STRATFORD DR ATHENS  GA 30605,155 S STRATFORD DR ATHENS  GA 30605,(706) 621-2376,MUSICAL GROUPS & ARTISTS
98105,JUSTIN REYNOLDS MUSIC INC,JUSTIN REYNOLDS MUSIC INC,554 CHESTERFIELD RD BOGART  GA 30622,554 CHESTERFIELD RD BOGART  GA 30622,,MUSICAL GROUPS & ARTISTS
133393,KARA WATERS MUSIC LLC,KARA WATERS MUSIC LLC,320 E CLAYTON ST SUITE 425 A ATHENS  GA 30601,320 E CLAYTON ST SUITE 425 A ATHENS  GA 30601,(678) 284-2500,MUSICAL GROUPS & ARTISTS
133646,MARY SAMS FINE ART LLC,MARY SAMS FINE ART LLC,120 MAPLE LN ATHENS  GA 30606-4816,120 MAPLE LN ATHENS  GA 30606-4816,(706) 202-5503,MUSICAL GROUPS & ARTISTS
79160,RED KING LLC,ELF POWER,290  KING AVE ATHENS  GA 30606,290  KING AVE ATHENS  GA 30606,(706) 202-7754,MUSICAL GROUPS & ARTISTS
78661,REM ATHENS LLC,REM ATHENS LLC,678 PULASKI ST 500 ATHENS  GA 30601,PO BOX 8032 ATHENS  GA 30603,(706) 353-6689,MUSICAL GROUPS & ARTISTS
96229,BAXENDALE GUITAR,BAXENDALE GUITAR,160 WINSTON DR 2 ATHENS  GA 30607,160 WINSTON DR 2 ATHENS  GA 30607,(720) 251-6996,MUSICAL INSTRUMENTS & SUPPLIES
133414,CLASSIC CITY VINTAGE GUITARS LLC,CLASSIC CITY VINTAGE GUITARS LLC,149 ONETA ST UNIT 6A-1 ATHENS  GA 30601,149 ONETA ST UNIT 6A-1 ATHENS  GA 30601,(707) 601-9604,MUSICAL INSTRUMENTS & SUPPLIES
119345,GUILDWATER GROUP LLC,GUILDWATER GEAR,337 S MILLEDGE AVE SUITE 125 ATHENS  GA 30605,337 S MILLEDGE AVE SUITE 125 ATHENS  GA 30605,(706) 331-0828,MUSICAL INSTRUMENTS & SUPPLIES
76074,PIEDMONT PROPANE SERVICES LLC,PIEDMONT PROPANE,275  ATHENA DR ATHENS  GA 30601,1225 LINCOLNTON RD WASHINGTON  GA 30673,(706) 546-8181,NATURAL GAS DISTRIBUTION
77919,ALLEN AUTOMOTIVE INC,HEYWARD ALLEN TOYOTA,2910 ATLANTA HWY ATHENS  GA 30606-6976,PO BOX 5967 ATHENS  GA 30604,(706) 549-7002,NEW CAR DEALERS
99990,ATHENS AUTOMOTIVE LLC,BULLDOG KIA,4305 ATLANTA HWY ATHENS  GA 30606,4305 ATLANTA HWY ATHENS  GA 30606,(706) 608-5558,NEW CAR DEALERS
79871,ATHENS CHEVROLET INC,ATHENS CHEVROLET INC,4110 ATLANTA HWY ATHENS  GA 30606,PO BOX 7248 ATHENS  GA 30604,(706) 549-3512,NEW CAR DEALERS
123175,CLASSIC CITY AUTOMOTIVE GROUP INC,HUGHES SUBARU,3010  ATLANTA HWY ATHENS  GA 30606,3010  ATLANTA HWY ATHENS  GA 30606,(706) 715-6300,NEW CAR DEALERS
77663,HEYWARD ALLEN MOTOR CO INC,HEYWARD ALLEN MOTOR CO INC,2590  ATLANTA HWY ATHENS  GA 30606,2590  ATLANTA HWY ATHENS  GA 30606,(706) 549-8580,NEW CAR DEALERS
89064,LANDMARK CHRYSLER DODGE JEEP OF MONROE LLC,ATHENS DODGE CHRYSLER JEEP,4145 ATLANTA HWY ATHENS  GA 30606,4145 ATLANTA HWY ATHENS  GA 30606,(706) 549-7555,NEW CAR DEALERS
77705,PHIL HUGHES AUTO SALES INC,ATHENS BMW,3040 ATLANTA HWY ATHENS  GA 30606,3040 ATLANTA HWY ATHENS  GA 30606,(706) 549-5340,NEW CAR DEALERS
77612,PHIL HUGHES AUTO SALES INC,PHIL HUGHES HONDA,3200 ATLANTA HWY ATHENS  GA 30606-3329,3200 ATLANTA HWY ATHENS  GA 30606-3329,(706) 549-3530,NEW CAR DEALERS
132573,SAG GA LLC,ACURA OF ATHENS & VOLVO CARS ATHENS,2890 ATLANTA HWY ATHENS  GA 30606,2890 ATLANTA HWY ATHENS  GA 30606,(585) 509-0634,NEW CAR DEALERS
133088,SUTHERLIN HYUNDAI ATHENS LLC,SUTHERLIN HYUNDAI ATHENS LLC,4160 ATLANTA HWY ATHENS  GA 30606,3520 HWY 20 BUFORD  GA 30519,(678) 714-4069,NEW CAR DEALERS
106487,TT OF ATLANTA INC,ATHENS FORD,4260 ATLANTA HWY ATHENS  GA 30606,4260 ATLANTA HWY ATHENS  GA 30606,(706) 354-1130,NEW CAR DEALERS
103146,TT OF GEORGIA INC,NISSAN OF ATHENS,4735 ATLANTA HWY ATHENS  GA 30606,4735 ATLANTA HWY ATHENS  GA 30606,(706) 549-6600,NEW CAR DEALERS
78252,COMMUNITY NEWSPAPERS INC,COMMUNITY NEWSPAPERS INC,2365 PRINCE AVE SUITE A ATHENS  GA 30606,PO BOX 792 ATHENS  GA 30603,(706) 548-0010,NEWSPAPER PUBLISHERS
77226,RED & BLACK PUBLISHING CO INC,RED & BLACK PUBLISHING CO INC,540  BAXTER ST ATHENS  GA 30605,540  BAXTER ST ATHENS  GA 30605,(706) 433-3009,NEWSPAPER PUBLISHERS
127276,24TH STREET INC,24TH STREET INC,150 COLLINS INDUSTRIAL BLVD ATHENS  GA 30601,PO BOX 49428 ATHENS  GA 30604,(706) 549-3470,NON-PROFIT ORGANIZATION
96472,ACC HIGH SCHOOL COMPLETION INITIATIVE,ACC HIGH SCHOOL COMPLETION INITIATIVE,855 SUNSET DR 12 ATHENS  GA 30606,855 SUNSET DR 12 ATHENS  GA 30606,(706) 207-3223,NON-PROFIT ORGANIZATION
132719,ACCEPTANCE RECOVERY CENTER INC (305 WESTCHESTER),ACCEPTANCE RECOVERY CENTER INC (305 WESTCHESTER),305 WESTCHESTER ATHENS  GA 30606,PO BOX 6693 ATHENS  GA 30606,(706) 308-8860,NON-PROFIT ORGANIZATION
132717,ACCEPTANCE RECOVERY CENTER INC (PRINCE AVE),ACCEPTANCE RECOVERY CENTER INC (PRINCE AVE),1692 PRINCE AVE ATHENS  GA 30606-6021,PO BOX 6693 ATHENS  GA 30606,(706) 308-8860,NON-PROFIT ORGANIZATION
132718,ACEPTANCE RECOVERY  CENTER INC ( 159 ONETA ST),ACEPTANCE RECOVERY  CENTER INC ( 159 ONETA ST),159 ONETA ST SUITE 3 ATHENS  GA 30606,PO BOX 6693 ATHENS  GA 30606,,NON-PROFIT ORGANIZATION
106481,ALT FARMS,ALT FARMS,685 N POPE ST ATHENS  GA 30606,685 N POPE ST ATHENS  GA 30601-2331,(706) 613-0122,NON-PROFIT ORGANIZATION
129051,ATHENS AREA DIAPER BANK INC,ATHENS AREA DIAPER BANK INC,485 HUNTINGTON RD STE 192 ATHENS  GA 30606-1860,485 HUNTINGTON RD STE 192 ATHENS  GA 30606-1860,(919) 593-0853,NON-PROFIT ORGANIZATION
78526,ATHENS AREA HABITAT FOR HUMANITY,ATHENS AREA HABITAT FOR HUMANITY,532 BARBER ST ATHENS  GA 30603,PO BOX 1261 ATHENS  GA 30603,(706) 208-1001,NON-PROFIT ORGANIZATION
112537,ATHENS AREA HABITAT FOR HUMANITY RESTORE,ATHENS AREA HABITAT FOR HUMANITY RESTORE,532 BARBER ST ATHENS  GA 30601,PO BOX 1261 ATHENS  GA 30603,(706) 208-1001 x203,NON-PROFIT ORGANIZATION
134133,ATHENS AREA HUMANE SOCIETY OF CLARKE COUNTY & SPCA,ATHENS AREA HUMANE SOCIETY,1030 MITCHELL BRIDGE RD ATHENS  GA 30606,PO BOX 5008 ATHENS  GA 30604,(706) 769-9155,NON-PROFIT ORGANIZATION
78928,ATHENS COMMUNITY COUNCIL ON AGING,ATHENS COMMUNITY COUNCIL ON AGING,135 HOYT ST ATHENS  GA 30601-2646,135 HOYT ST ATHENS  GA 30601-2646,(706) 549-4850,NON-PROFIT ORGANIZATION
115316,ATHENS INSTITUTE FOR CONTEMPORARY ART,ATHENS INSTITUTE FOR CONTEMPORARY ART,675 PULASKI ST SUITE 1200 ATHENS  GA 30601,675 PULASKI ST SUITE 1200 ATHENS  GA 30601,,NON-PROFIT ORGANIZATION
75105,ATHENS LAND TRUST INC,ATHENS LAND TRUST INC,685 N POPE ST ATHENS  GA 30601-2331,685 N POPE ST ATHENS  GA 30601-2331,(706) 613-0122,NON-PROFIT ORGANIZATION
125026,ATHENS PREGNANCY CENTER INC,ATHENS PREGNANCY CENTER INC,767 OGLETHORPE AVE ATHENS  GA 30606,767 OGLETHORPE AVE ATHENS  GA 30606,(678) 753-3184,NON-PROFIT ORGANIZATION
129507,ATHENS-CLARKE HERITAGE FOUNDATION,HISTORIC ATHENS,489  PRINCE AVE ATHENS  GA 30601,PO BOX 81186 ATHENS  GA 30608,(706) 353-1801,NON-PROFIT ORGANIZATION
120301,ATHENS-CLARKE SAFE CYCLING ASSOC INC,BIKE ATHENS,1075 WEST BROAD ST ATHENS  GA 30606,1075 WEST BROAD ST ATHENS  GA 30606,(706) 224-0082,NON-PROFIT ORGANIZATION
119988,ATHENSPETS INC,ATHENSPETS INC,237 HIAWASSEE AVE ATHENS  GA 30601,PO BOX 1022 ATHENS  GA 30603,(703) 307-3363,NON-PROFIT ORGANIZATION
127449,BETHANY CHRISTIAN SERVICES OF GA,BETHANY CHRISTIAN SERVICES OF GA,1 HUNTINGTON RD STE 806 ATHENS  GA 30606,6645 PEACHTREE DUNWOODY RD SANDY SPRINGS  GA 30328,(706) 395-7034,NON-PROFIT ORGANIZATION
81941,CAT ZIP ALLIANCE,CAT ZIP ALLIANCE,215 PLUM NELLY RD ATHENS  GA 30606,PO BOX 902 WATKINSVILLE  GA 30677,(706) 207-1013,NON-PROFIT ORGANIZATION
79639,CLARKE CO HEALTH DEPARTMENT,CLARKE CO HEALTH DEPARTMENT,345 N HARRIS ST ATHENS  GA 30601-2411,345 N HARRIS ST ATHENS  GA 30601-2411,(706) 542-8600,NON-PROFIT ORGANIZATION
120509,CULTIVATING A LIFETIME OF LEGACY INC,CULTIVATING A LIFETIME OF LEGACY INC,115 SYCAMORE DR SUITE 205 ATHENS  GA 30606,PO BOX 401 BOGART  GA 30622,(706) 449-6193,NON-PROFIT ORGANIZATION
79307,DANCEFX INC,DANCEFX INC,396 FOUNDRY ST ATHENS  GA 30601-2621,396 FOUNDRY ST ATHENS  GA 30601-2621,(706) 355-3078,NON-PROFIT ORGANIZATION
129354,DESTINED INC,DESTINED INC,985 GAINES SCHOOL RD H ATHENS  GA 30605,PO BOX 80605 ATHENS  GA 30608,(706) 461-6678,NON-PROFIT ORGANIZATION
132773,DIVA WHO WIN FREEDOM CENTER INC,DIVA WHO WIN FREEDOM CENTER INC,160 TRACY ST 2B & 2C ATHENS  GA 30601-1979,160 TRACY ST 2B & 2C ATHENS  GA 30601-1979,(706) 850-5945,NON-PROFIT ORGANIZATION
124690,DIVAS WHO WIN FREEDOM CENTER INC,DIVAS WHO WIN FREEDOM CENTER INC,160 TRACY ST 2B ATHENS  GA 30601-1980,645 HAWTHORNE AVE ATHENS  GA 30606,(404) 360-1173,NON-PROFIT ORGANIZATION
79395,EXPRESS HOME PROGRAM INC,EXPRESS HOME PROGRAM INC,975 GAINES SCHOOL RD ATHENS  GA 30605-3133,366  SANDY CROSS RD LEXINGTON  GA 30648,(706) 743-3437,NON-PROFIT ORGANIZATION
79583,FAITH TODAY MINISTRIES INC,FAITH TODAY MINISTRIES INC,240 KINGS CIR ATHENS  GA 30606-1104,PO BOX 1721 ATHENS  GA 30603,(706) 353-7519,NON-PROFIT ORGANIZATION
74953,FREEDOM FROM BONDAGE INC,FREEDOM FROM BONDAGE INC,190/192/194 HIGHLAND PARK DR ATHENS  GA 30605-3576,PO BOX 80744 ATHENS  GA 30608,(706) 614-4964,NON-PROFIT ORGANIZATION
80050,GA/FLORIDA SOYBEAN ASSOC INC,GA/FLORIDA SOYBEAN ASSOC INC,2425 S MILLEDGE AVE ATHENS  GA 30605-1639,2425 S MILLEDGE AVE ATHENS  GA 30605-1639,(706) 542-3793,NON-PROFIT ORGANIZATION
78134,GEORGIA OPTIONS INC,GEORGIA OPTIONS INC,1494 PRINCE AVE ATHENS  GA 30606,1494 PRINCE AVE ATHENS  GA 30606,(706) 546-0009,NON-PROFIT ORGANIZATION
130350,GEORGIA RIVER NETWORK,GEORGIA RIVER NETWORK,126 S MILLEDGE AVE STE #E3 ATHENS  GA 30605,126 S MILLEDGE AVE STE #E3 ATHENS  GA 30605,(706) 549-4508,NON-PROFIT ORGANIZATION
90352,GOODWILL OF NORTH GA,GOODWILL OF NORTH GA,3898 ATLANTA HWY BOGART  GA 30622,2201 LAWRENCEVILLE HWY SUITE 300 DECATUR  GA 30033,(706) 433-1900,NON-PROFIT ORGANIZATION
108930,GOODWILL OF NORTH GEORGIA,GOODWILL OF NORTH GEORGIA,4070 LEXINGTON RD ATHENS  GA 30606,2201 LAWRENCEVILLE HWY SUITE 300 DECATUR  GA 30033,(706) 395-1553,NON-PROFIT ORGANIZATION
120329,HOPE HAVEN OF NEGA INC,HOPE HAVEN OF NEGA INC,795 NEWTON BRIDGE RD ATHENS  GA 30607,795 NEWTON BRIDGE RD ATHENS  GA 30607,(706) 548-4361,NON-PROFIT ORGANIZATION
129303,HUMBLE WARRIOR WELLNESS & YOGA INC,HUMBLE WARRIOR WELLNESS & YOGA INC,118 RUTH DR UNIT 610 ATHENS  GA 30601,196 ALPS RD SUITE 2-228 ATHENS  GA 30606,(404) 831-2409,NON-PROFIT ORGANIZATION
82802,INSTITUTE FOR COMMUNITY & ORGANIZATIONAL DEVELOPMEN,ICOD INC,337 S MILLEDGE AVE STE 114 ATHENS  GA 30605-7207,337 S MILLEDGE AVE STE 114 ATHENS  GA 30605-7207,(706) 255-4390,NON-PROFIT ORGANIZATION
78472,JUNIOR LEAGUE OF ATHENS INC,JUNIOR LEAGUE OF ATHENS INC,634 PRINCE AVE ATHENS  GA 30601-2453,634 PRINCE AVE ATHENS  GA 30601-2453,(706) 549-8688,NON-PROFIT ORGANIZATION
103985,KAISER FOUNDATION HEALTH PLAN OF GA INC,KAISER PERMANENTE,2142 W BROAD ST BLDG 200 STE 100 ATHENS  GA 30606,2142 W BROAD ST BLDG 200 STE 100 ATHENS  GA 30606,(706) 583-5040,NON-PROFIT ORGANIZATION
103984,KAISER FOUNDATION HEALTH PLAN OF GA INC,KAISER PERMANENTE PHARMACY,2142 W BROAD ST BLDG 200 STE 100 ATHENS  GA 30606,2142 W BROAD ST BLDG 200 STE 100 ATHENS  GA 30606,(706) 583-5040,NON-PROFIT ORGANIZATION
75550,MONSIGNOR DONOVAN CATHOLIC HIGH SCHOOL,MONSIGNOR DONOVAN CATHOLIC HIGH SCHOOL,590 LAVENDER RD ATHENS  GA 30606,590 LAVENDER RD ATHENS  GA 30606,(706) 433-0223,NON-PROFIT ORGANIZATION
120913,NIGHTLIGHT CHRISTIAN ADOPTIONS,NIGHTLIGHT CHRISTIAN ADOPTIONS,2340 PRINCE AVE UNIT B ATHENS  GA 30606,2340 PRINCE AVE UNIT B ATHENS  GA 30606,(706) 750-9119,NON-PROFIT ORGANIZATION
76973,NORTHSIDE HOSPITAL INC,GEORGIA CANCER SPECIALISTS,125 KING AVE STE 200 ATHENS  GA 30606,1835 SAVOY DR STE 300 ATLANTA  GA 30341,(706) 369-4478,NON-PROFIT ORGANIZATION
121052,NORTHSIDE HOSPITAL INC,MRI & IMAGING OF ATHENS,845 PRINCE AVE ATHENS  GA 30606,1000 JOHNSON FERRY RD NE ACCT DEPT 915 VLASZ/BROWN ATLANTA  GA 30342-1611,(706) 549-1118,NON-PROFIT ORGANIZATION
76588,OCONEE RIVER LAND TRUST,OCONEE RIVER LAND TRUST,675 PULASKI ST STE 2300 ATHENS  GA 30601-2386,675 PULASKI ST STE 2300 ATHENS  GA 30601-2386,(706) 552-3138,NON-PROFIT ORGANIZATION
78473,PIEDMONT COLLEGE,PIEDMONT COLLEGE,595 PRINCE AVE ATHENS  GA 30606,PO BOX 10 DEMOREST  GA 30535,(706) 776-0121,NON-PROFIT ORGANIZATION
105983,TERC,TERC,160 COHEN ST ATHENS  GA 30601,160 COHEN ST ATHENS  GA 30601,,NON-PROFIT ORGANIZATION
130675,THE BIGGER VISION OF ATHENS INC,THE BIGGER VISION OF ATHENS INC,95 NORTH AVE ATHENS  GA 30601,PO BOX 8022 ATHENS  GA 30603,(706) 340-6062 3,NON-PROFIT ORGANIZATION
124919,YOUTH IS LIFE,YOUTH IS LIFE,350  HUNTINGTON  RD ATHENS  GA 30606,350  HUNTINGTON  RD ATHENS  GA 30606,(678) 768-8820,NON-PROFIT ORGANIZATION
79412,AERO SERVS INC,AERO SERVS INC,1070 BEN EPPS DR ATHENS  GA 30605,1070 BEN EPPS DR ATHENS  GA 30605,(706) 354-0060,NONSHEDULED AIR TRANSPORTATION
77621,COFERS HOME & GARDEN CENTER,COFERS HOME & GARDEN CENTER,1145 MITCHELL BRIDGE RD ATHENS  GA 30606,1145 MITCHELL BRIDGE RD ATHENS  GA 30606,(706) 353-1519,NURSERY & GARDEN CENTERS
88779,TRACTOR SUPPLY COMPANY #1361,TRACTOR SUPPLY COMPANY #1361,4420 LEXINGTON RD ATHENS  GA 30605,"5401 VIRGINIA WAY ATTN: JESSICA RICE, LICENSING BRENTWOOD  TN 37027-7536",(706) 425-8524,NURSERY & GARDEN CENTERS
77726,CLASSIC GROUNDCOVERS INC,CLASSIC GROUNDCOVERS INC,405 BELMONT RD ATHENS  GA 30605,405 BELMONT RD ATHENS  GA 30605,(706) 543-0145,NURSERY AND FLORICULTURE PRODU
77242,PRUITT HEALTH GRANDVIEW,PRUITT HEALTH GRANDVIEW,165 WINSTON DR ATHENS  GA 30607-1123,1626 JEURGENS CT NORCROSS  GA 30093,(706) 886-8493,NURSING CARE FACILITIES
74416,PRUITTHEALTH -  ATHENS HERITAGE LLC,PRUITTHEALTH -  ATHENS HERITAGE,960 HAWTHORNE AVE ATHENS  GA 30606-2140,1626 JEURGENS CT NORCROSS  GA 30093,(706) 886-8493,NURSING CARE FACILITIES
133036,SHUJUAN HOLDINGS LLC,WHISPERING PINES PERSONAL CARE HOME I,100 E PACES DR ATHENS  GA 30605-5217,100 E PACES DR ATHENS  GA 30605-5217,(706) 270-1605,NURSING CARE FACILITIES
74983,THE OAKS-ATHENS,THE OAKS-ATHENS,490 KATHWOOD DR ATHENS  GA 30607,1626 JEURGENS CT NORCROSS  GA 30093,(706) 886-8493,NURSING CARE FACILITIES
114203,UNIVERSE CYPRESS LLC,UNIVERSITY NURSING/REHAB CTR,180 EPPS BRIDGE RD ATHENS  GA 30606,180 EPPS BRIDGE RD ATHENS  GA 30606,(706) 549-5382,NURSING CARE FACILITIES
84493,AKJ DENTAL PRACTICE MANAGEMENT,AKJ DENTAL PRACTICE MANAGEMENT,995 BAXTER ST ATHENS  GA 30606,995 BAXTER ST ATHENS  GA 30606,(706) 338-0677,OFFICE ADMINISTRATION SERVICES
75054,BARBERITOS FRANCHISING INC,BARBERITOS FRANCHISING INC,1090 S MILLEDGE AVE ATHENS  GA 30605,PO BOX 888 ATHENS  GA 30603,(706) 316-3344,OFFICE ADMINISTRATION SERVICES
124111,COPY TALK BUSINESS SERVICES GEORGIA LLC,COPY TALK BUSINESS SERVICES GEORGIA LLC,2026 S MILLEDGE AVE STE D-3 ATHENS  GA 30605-1657,500 TALLEVAST RD SUITE 102 SARASOTA  FL 34243,(941) 894-0007 x105,OFFICE ADMINISTRATION SERVICES
125826,HABLE CONSTRUCTION INC,HABLE CONSTRUCTION INC,185 MILLEDGE HTS ATHENS  GA 30606,196 ALPS RD #218 ATHENS  GA 30606,(917) 685-5215,OFFICE ADMINISTRATION SERVICES
132570,HEAVEN VIEW HEALTH SERVICES LLC,HEAVEN VIEW HEALTH SERVICES LLC,975 GAINES SCHOOL RD ATHENS  GA 30605-3133,975 GAINES SCHOOL RD ATHENS  GA 30605-3133,(706) 621-3338,OFFICE ADMINISTRATION SERVICES
132118,KEPPER BOXING FRANCHISES CORP,KEPPER BOXING FRANCHISES,189 ASHBROOK DR ATHENS  GA 30605-3955,189 ASHBROOK DR ATHENS  GA 30605-3955,(706) 818-4542,OFFICE ADMINISTRATION SERVICES
130569,MANOR LAKE ATHENS ASSISTED LIVING & MEMORY CARE,MANOR LAKE ATHENS ASSISTED LIVING & MEMORY CARE,933 US HWY 29 NORTH ATHENS  GA 30601,5035 WALLACE DR CUMMING  GA 30041,(706) 770-6646,OFFICE ADMINISTRATION SERVICES
109922,MATCHLESS TRANSCRIPTION LLC,MATCHLESS TRANSCRIPTION LLC,230 MAPLE FORGE DR ATHENS  GA 30606,230 MAPLE FORGE DR ATHENS  GA 30606,(910) 853-4181,OFFICE ADMINISTRATION SERVICES
134335,MEDICAL OFFICE FORCE LLC,MEDICAL OFFICE FORCE LLC,2005 PRINCE AVE ATHENS  GA 30606-6032,2005 PRINCE AVE ATHENS  GA 30606-6032,(706) 202-0425,OFFICE ADMINISTRATION SERVICES
127400,MK SUPERIOR SERVICES LLC,MK SUPERIOR SERVICES LLC,109 CELLAR CT ATHENS  GA 30607,PO BOX 402 BOGART  GA 30622,,OFFICE ADMINISTRATION SERVICES
132510,MODERN PATHWAYS TO RECOVERY,MODERN PATHWAYS TO RECOVERY,410  CLUB DR ATHENS  GA 30607,410  CLUB DR ATHENS  GA 30607,,OFFICE ADMINISTRATION SERVICES
129881,MSM HEALTH SERVICES LLC,MSM HEALTH SERVICES LLC,115 JOE CAREY RD WINTERVILLE  GA 30683,115 JOE CAREY RD WINTERVILLE  GA 30683,(706) 338-6763,OFFICE ADMINISTRATION SERVICES
115538,OFFICE WORLD SERVICES,OFFICE WORLD SERVICES,2461 JEFFERSON RD ATHENS  GA 30607,2461 JEFFERSON RD ATHENS  GA 30607,(706) 248-8009,OFFICE ADMINISTRATION SERVICES
123207,SIGNATURE CARE OF GEORGIA LLC,SIGNATURE CARE OF GEORGIA LLC,162 LEXINGTON HTS ATHENS  GA 30604,PO BOX 80044 ATHENS  GA 30608,(706) 224-4531,OFFICE ADMINISTRATION SERVICES
133647,STROTHER INC,STROTHER INC,155 SECOND ST ATHENS  GA 30601-2918,155 SECOND ST ATHENS  GA 30601-2918,(706) 612-3393,OFFICE ADMINISTRATION SERVICES
